NC_House_dist2020,pct_dist_coverage2020,DEM,REP,DEM_Absentee,REP_Absentee,DEM_Early,REP_Early,DEM_In Person,REP_In Person,DEM_Absentee_county,DEM_Early_county,REP_Absentee_county,REP_Early_county,DEM_uniform,REP_uniform,DEM_by_area,REP_by_area,DEM_by_vap,REP_by_vap,DEM_by_cvap,REP_by_cvap,DEM_by_totpop,REP_by_totpop,DEM_by_day_of,REP_by_day_of,DEM_by_voterfile_tot_votes,REP_by_voterfile_tot_votes,DEM_by_voterfile_mode,REP_by_voterfile_mode,DEM_by_voterfile_party,REP_by_voterfile_party,DEM_by_voterfile_mode_party,REP_by_voterfile_mode_party,DEM_by_voterfile_minus_day_of,REP_by_voterfile_minus_day_of,DEM_by_scaled_voterfile_minus_day_of,REP_by_scaled_voterfile_minus_day_of,DEM_Absentee_uniform,DEM_Absentee_by_area,DEM_Absentee_by_vap,DEM_Absentee_by_cvap,DEM_Absentee_by_totpop,DEM_Absentee_by_day_of,DEM_Absentee_by_voterfile_tot_votes,DEM_Absentee_by_voterfile_mode,DEM_Absentee_by_voterfile_party,DEM_Absentee_by_voterfile_mode_party,DEM_Absentee_by_voterfile_minus_day_of,DEM_Absentee_by_scaled_voterfile_minus_day_of,REP_Absentee_uniform,REP_Absentee_by_area,REP_Absentee_by_vap,REP_Absentee_by_cvap,REP_Absentee_by_totpop,REP_Absentee_by_day_of,REP_Absentee_by_voterfile_tot_votes,REP_Absentee_by_voterfile_mode,REP_Absentee_by_voterfile_party,REP_Absentee_by_voterfile_mode_party,REP_Absentee_by_voterfile_minus_day_of,REP_Absentee_by_scaled_voterfile_minus_day_of,DEM_Early_uniform,DEM_Early_by_area,DEM_Early_by_vap,DEM_Early_by_cvap,DEM_Early_by_totpop,DEM_Early_by_day_of,DEM_Early_by_voterfile_tot_votes,DEM_Early_by_voterfile_mode,DEM_Early_by_voterfile_party,DEM_Early_by_voterfile_mode_party,DEM_Early_by_voterfile_minus_day_of,DEM_Early_by_scaled_voterfile_minus_day_of,REP_Early_uniform,REP_Early_by_area,REP_Early_by_vap,REP_Early_by_cvap,REP_Early_by_totpop,REP_Early_by_day_of,REP_Early_by_voterfile_tot_votes,REP_Early_by_voterfile_mode,REP_Early_by_voterfile_party,REP_Early_by_voterfile_mode_party,REP_Early_by_voterfile_minus_day_of,REP_Early_by_scaled_voterfile_minus_day_of
31.0,0.97681204194772,45925.0,9901.0,12030.0,1754.0,30774.0,6913.0,3121.0,1234.0,870618.0,1969758.0,113820.0,466809.0,42030.2602739726,9187.821917808218,43003.24022402787,9386.718252455688,42170.939281647465,9216.579487773337,45160.65479293927,9827.736435869594,43922.907347538305,9574.71639152486,47919.25703066964,8325.844938682187,45756.12488233796,9949.462292776383,45793.77937032304,10050.609412785527,46656.26735749258,9499.8255633838,46258.397188428135,9715.994671982759,45870.66516208452,9972.876590069758,45868.19597360307,9972.371839135796,11926.273972602738,12224.50697350023,11969.394206087274,12885.787014296417,12506.39879054713,13731.340125225515,13068.30756027065,12200.348831385643,13344.214778693198,11729.747837207553,13103.41588018055,13102.659036742445,1559.1780821917814,1598.167489902341,1564.815393820084,1684.619750530334,1635.0205375263029,1390.2057784244441,1708.481522906723,1595.0091819699499,1620.3397791435564,1786.3322730609248,1713.071399261387,1712.97245354682,26982.98630136987,27657.733250527635,27080.545075560185,29153.867778642852,28295.508556991168,31066.916905444134,29566.81732206731,30472.4305389374,30191.05257879938,31407.64935122058,29646.249281903976,29644.536936860633,6394.643835616437,6554.5507625533455,6417.764093953256,6909.11668533926,6705.695853998557,5701.639160257743,7006.980769869659,7221.600230815577,6645.485784240243,6695.662398921832,7025.805190808372,7025.399385588977
32.0,1.0,24141.0,15755.0,3531.0,1381.0,17154.0,10958.0,3456.0,3416.0,54799.0,240272.0,23961.0,192174.0,25616.866666666658,19379.399999999994,23182.258221007614,16800.814400344232,23185.00813601529,16803.72693901209,23258.151210983968,16881.195527509375,23220.094181854594,16840.88789305027,25543.957978075512,16922.553643724703,23270.227053140097,16893.985507246376,23113.60068643928,16757.141692901274,24672.851457358764,15443.019899385132,24500.62460149701,15235.713391584133,23128.063075438084,16743.414278289274,23131.36386867936,16746.91027286474,4067.2666666666687,3523.206400189563,3523.820921795505,3540.1661542000716,3531.6615762066895,4050.9738124238725,3542.864734299517,3464.3590361445777,3856.308240374234,3660.7506596306066,3511.0954484704475,3511.833074454468,1760.4666666666676,1466.2934501890918,1466.625721829852,1475.4635838955005,1470.865161225716,1480.1818488529016,1476.9227053140094,1434.474698795181,1311.391950810509,1314.6577102803737,1459.745062370063,1460.1438965096731,18093.60000000001,16203.051820818044,16205.18721421978,16261.985056783893,16232.432605647904,18036.98416565165,16271.36231884058,16193.241650294694,17360.543216984523,17383.873941866394,16160.967626967627,16163.530794224884,14202.933333333327,11918.52095015514,11921.101217182231,11989.731943613871,11954.022731824552,12026.371794871795,12001.062801932367,11906.666994106095,10715.62794857462,10505.055681303755,11867.669215919215,11870.76637635506
33.0,0.9488394126006634,33555.0,11464.0,7127.0,1492.0,22721.0,7480.0,3707.0,2492.0,2390292.0,4032720.0,666846.0,2572452.0,34886.66990291262,18216.747572815533,33586.94238724967,17561.25996948676,34954.68050697267,18251.047152780593,36306.963190993134,18933.039743450223,35084.024479304244,18316.278802804864,39945.66193633226,12191.429275888917,29577.01407682433,15538.945087293767,28915.476419528815,16144.962955107274,40737.3503733807,10715.513067122438,39963.23929520056,10752.355306629033,29444.122027726124,15471.924046564007,29447.23499185898,15473.493998245494,11603.359223300971,11119.672086663359,11628.669031658781,12131.914313055211,11676.80374825473,13486.037970522166,9627.397191180802,6763.175323075159,13780.66088848797,8659.125148198187,9577.94207544646,9579.100549580255,3237.11650485437,3102.176994401987,3244.177459944446,3384.573320750609,3257.6061302588437,1996.736828445367,2685.860684531494,1886.7972663973178,1692.9028433809822,1330.2222853134708,2672.063647974043,2672.3868402209423,19576.31067961165,18760.27030058631,19619.011475313895,20468.048877937927,19700.220731049514,22752.6239658101,16242.61688564353,18445.30109645366,23249.689484892726,27597.114147002376,16159.17995227966,16161.134442278722,12487.631067961165,11967.082975084773,12514.869692836142,13056.46642269961,12566.672672546023,7702.692447443549,10361.08440276227,11766.165688709954,6530.610223741454,6930.133021315562,10307.860398589964,10309.107158024555
34.0,0.9999999999999998,35108.0,22000.0,12840.0,3743.0,18502.0,12789.0,3766.0,5468.0,3718232.0,6273120.0,1037316.0,4001592.0,52267.70873786407,29928.71844660192,18870.502966332424,13085.607790524864,38474.45951676729,22972.411247518336,35246.90198271664,21344.667026437128,36567.97473712717,22010.919608748445,40581.43049695908,26750.696340513892,35599.22977115615,21522.3554225411,35838.51949149002,21282.14821054468,34378.50848592499,23588.52921845867,34704.945576133,23541.77297433815,34101.20864488905,20766.863008970213,34136.299427731115,20784.560236171208,18049.669902912618,5621.065724990187,12916.580743621947,11715.461244984708,12207.091906158228,13700.679524409621,11846.578280743735,12941.127081005186,11392.292920181155,13603.79682373377,11289.097162236212,11302.156022705589,5035.514563106795,1568.1704136761557,3603.4803289980146,3268.3908365057796,3405.546439202403,4381.28289644433,3304.969995381666,3610.3282902088877,3730.3151569297693,4055.012492067203,3149.4433676925532,3153.0865413586002,30452.038834951472,9483.437241342239,21791.878773145334,19765.440737731922,20594.882830968938,23114.75097254945,19986.651490412412,19131.392410484834,19220.21556574383,17335.148752399233,19046.111482652843,19068.14340502553,19425.20388349514,6049.437376848709,13900.93091852032,12608.276189931355,13137.373169546043,16901.413444069556,12749.385427159435,12203.819920335789,14390.2140615289,14018.760482270944,12149.419641277662,12163.473694812616
35.0,0.9947045836999986,34149.0,28855.0,11550.0,4283.0,19926.0,19444.0,2673.0,5128.0,2390292.0,4032720.0,666846.0,2572452.0,33852.66990291262,20852.74757281553,49227.1633956583,28606.518859879012,31152.2714893898,19490.86389890559,34774.06158901668,21317.430224196774,32794.975183295115,20319.323629365394,28803.54851788943,25087.339216195178,39260.063020244306,23579.841607543523,39024.50061834854,23883.099613066795,34853.46623764309,28965.282862026106,34879.18624213731,29100.33049639182,39815.6554815828,23860.041854534942,39802.64086245114,23853.47823146777,11603.359223300971,17324.90058111909,10598.419371926524,11946.250560910345,11209.743389056235,9724.353788833485,13615.693702703,12352.0984211582,11975.80060633678,11837.188838953374,13822.454676463862,13817.61135062336,3237.11650485437,4833.317708847681,2956.757402230235,3332.776665587643,3127.30517443835,4108.854918245524,3798.5195460942364,3446.000498581621,4907.173321939093,4257.948729082467,3856.2019247779017,3854.850728997874,19576.31067961165,29229.262814539223,17880.852117463277,20154.811028106342,18912.23179423888,16406.194729055947,22971.369317541303,23999.402197190335,20204.66563130632,20368.997403183923,23320.20080511893,23312.029511827783,12487.631067961165,18645.201151031324,11406.106496675357,12856.653558609129,12064.01845492705,15850.484297949652,14653.322061449288,15309.099114485181,18930.10954008701,19714.381767309358,14875.839929757045,14870.627502469895
36.0,1.0,37247.0,28318.0,15622.0,5036.0,18480.0,17425.0,3145.0,5857.0,2655880.0,4480800.0,740940.0,2858280.0,37789.07766990291,23328.941747572804,37686.72528758666,23277.322683599046,39257.476623943745,24069.49490161123,37524.84764691983,23195.68342811318,39670.14243412364,24277.613387702193,33889.69700290396,28653.77257980794,40684.51657690616,24789.189597114088,41209.27303318161,24335.689005488253,33276.336265821024,29021.80584990677,33767.13019451897,28959.39768951578,40414.67444890775,24653.10094189423,40420.99543554083,24656.28878575294,12892.621359223302,12854.531428730961,13439.078733528717,12794.289469123094,13592.650264260172,11441.486219933155,13970.144561094727,16166.32535029657,11213.227069403243,14317.762745043976,13869.72415399949,13872.076477766153,3596.7961165048555,3586.1697504420076,3749.247329254623,3569.363389630581,3792.090865099676,4692.972553854139,3897.4045932412337,4510.097257801082,4768.736350217526,5348.112294999833,3869.3892098529986,3870.045463438129,21751.456310679616,21687.1938588557,22673.397890415028,21585.558177796724,22932.492169863468,19303.210782970797,23569.372015811427,21897.947682885042,18918.109196417783,16304.36744947499,23399.950294908245,23403.91895777467,13875.145631067962,13834.152933157045,14463.247572356604,13769.320038482598,14628.522522602514,18103.800025953806,15034.785003872856,13968.59174768717,18396.069499689245,17754.285394515948,14926.71173204123,14929.243322314805
37.0,0.9971996137398264,37825.0,35580.0,13883.0,5299.0,21079.0,24464.0,2863.0,5817.0,2257498.0,3808680.0,629799.0,2429538.0,32310.466019417472,20668.150485436887,53480.971229171875,31345.006637184248,35612.154179178164,22333.28077828649,39939.46996589463,24515.66271580724,37640.02391327028,23355.99011993261,30850.93879787409,28458.083506358686,45992.666334534595,27568.45272936205,45802.01716100319,27795.035328731832,35166.24811449721,35668.827781230575,35324.78626943106,35807.61267346978,47054.05345023234,28103.738847635774,47029.190713562435,28091.19989968279,10958.728155339806,18837.226473392817,12187.43499798165,13797.824065674824,12942.09664308562,10415.572352199879,16050.491016069618,15080.35132238746,12021.493271707694,13027.132041137058,16445.480957168187,16436.228413258854,3057.276699029127,5255.227865413975,3400.06253573374,3849.3304528898543,3610.598779586374,4660.92220347781,4477.781681945955,4207.131161351328,6145.3351771286525,5313.464644777715,4587.97636203601,4585.395078286676,18488.73786407767,31780.744755779077,20561.71918119651,23278.645900219803,21834.92727018466,17572.36644567421,27079.17531846497,27858.665838615732,20281.75484278952,19434.654228294003,27745.572493064155,27729.96230030358,11793.873786407767,20272.778771770267,13116.21824255275,14849.33226291739,13928.391340346232,17980.161302880875,17273.6710474161,17770.904167380508,23706.492604101924,24677.14802869207,17698.76248559976,17688.804821396112
38.0,1.0,34960.0,8228.0,7838.0,1202.0,23023.0,5144.0,4099.0,1882.0,2257498.0,3808680.0,629799.0,2429538.0,33546.46601941747,16733.150485436894,17062.37914693997,8419.78136237708,36357.12302460882,18150.640537705567,33769.22028106181,16845.491461015943,36994.440068101656,18472.056693296156,44169.75135609007,9207.170905787698,28864.738904182315,14372.029366415627,28330.74448953782,14801.834947994252,41343.38905059936,7489.703317277812,40627.627858087406,7471.050122490589,28699.879629110263,14288.886392368197,28703.74141778575,14290.833996441315,10958.728155339806,4824.257134798661,12004.70019373127,11041.625046949903,12241.874564653288,14912.131006520189,9216.446672800203,7069.865956044586,13860.314318661596,9508.561526372385,9155.095112764113,9156.53225823055,3057.276699029127,1345.8759738609126,3349.083001319054,3080.403354928333,3415.2501392887507,1507.968985206333,2571.2133069809556,1972.3581191438152,1154.4089263517715,1065.4152443301377,2554.0973887568125,2554.4983250046475,18488.73786407767,8139.122012141303,20253.42283087755,18628.595234111905,20653.565503448368,25158.620349569883,15549.29223138212,17161.878533493236,23384.074731937762,27020.066331715032,15445.784516346157,15448.209159555197,11793.873786407767,5191.9053885161675,12919.557536386512,11883.088106087613,13174.806554007411,5817.201920581365,9918.816059434672,10947.476828850437,4453.294390926041,4523.634878160452,9852.789003611386,9854.335671436667
39.0,1.0,36869.0,17858.0,8931.0,2326.0,24389.0,11990.0,3549.0,3542.0,1991910.0,3360600.0,555705.0,2143710.0,29532.05825242718,16645.956310679612,53038.999933607374,28501.140323096777,35601.50038191021,19706.93949911988,37099.9571820871,20462.65163478137,36797.70733602218,20310.218894213802,38243.095282450275,17328.267453932003,35161.63426075762,19485.103163376258,34505.602273836055,20132.92526304035,44767.20790283731,16633.631479179618,44145.0884491659,16727.60282363221,35392.270202401545,19601.419082526845,35386.867611208465,19598.694410231892,9669.466019417476,18417.4575606121,11928.178748985201,12485.822001373395,12373.34122303292,12911.235165196427,11764.484757682982,8793.573855984412,15339.151258706788,10989.583142628691,11850.314777341038,11848.304229873886,2697.5970873786414,5138.12032356881,3327.7349738215185,3483.306833779239,3451.9268362252865,2838.058525824034,3282.067464026096,2453.239834952291,2695.0598819142315,2009.563712882862,3306.012406856886,3305.451502358072,16313.592233009706,31072.542372995278,20124.32163292501,21065.1351807137,20875.366112989257,21782.86011725385,19848.149503074645,22163.028417851638,25879.056644130527,29606.5053065372,19992.955425060507,19989.563381334585,10406.35922330097,19821.01999952797,12837.20452529836,13437.344801002137,13316.292057988516,10948.208928107968,12661.03569935016,14137.68542808806,10396.571597265382,11176.039110749352,12753.406675669963,12751.24290787382
40.0,0.9495333799669016,33805.0,23977.0,13580.0,4363.0,17543.0,14536.0,2682.0,5078.0,1991910.0,3360600.0,555705.0,2143710.0,28665.05825242718,18181.95631067961,56684.11223907067,32312.720123798175,33155.91821869275,20446.81798414435,33169.826077479,20453.832092034947,33923.18291776081,20833.7702434834,28900.530162730804,24842.727874383596,35873.18978075647,21817.211241458815,36261.39283775381,21469.88611437415,30304.60386307205,24185.574479490366,30629.046364082842,24138.144184926197,35825.48254065506,21793.151194950104,35826.600071224566,21793.714795724747,9669.466019417476,20096.617734507225,11340.717240882548,11345.892981422025,11626.250986119958,9757.095720782421,12351.936350644199,14009.597673285767,10279.61477155425,12369.917257161764,12334.182338296654,12334.59822174511,2697.5970873786414,5606.574071195154,3163.844387720649,3165.2883208785165,3243.5028712350413,4068.79198027511,3445.9552839911116,3908.4112610676516,3933.509547855811,4301.258291860116,3441.0022522619693,3441.118275833179,16313.592233009706,33905.49450456346,19133.200977810193,19141.933096056975,19614.93193164086,16461.434441948386,20839.25343011226,19569.79516446805,17342.989091517797,15577.129106921078,20809.300202358405,20810.001849479457,10406.35922330097,21628.146052603024,12204.9735964237,12210.543771156434,12512.267372248354,15695.935894108485,13293.2559574677,12483.474853306492,15174.064931634559,14758.885893066083,13274.14894268813,13274.596519891566
41.0,0.9145082991773495,39796.0,21998.0,17763.0,4624.0,19107.0,12997.0,2926.0,4377.0,1991910.0,3360600.0,555705.0,2143710.0,28909.05825242718,17480.956310679612,37698.256387243215,21913.58572811076,29736.729419991687,17898.37317954882,31522.275672650103,18798.87226084337,32265.40105615279,19173.65041298282,31529.810311763737,21413.276862185307,39040.080293536885,22590.303675393014,39927.74043751468,21722.579737111362,31306.864913373825,21421.006766625233,31846.102544924703,21282.81333275712,39930.089335410135,23039.159213779356,39909.24108870102,23028.64488127175,9669.466019417476,12940.322431964372,9977.479731747466,10641.961897335726,10918.512316233187,10644.76587584242,13439.675531199202,17434.94392389467,10561.797853642205,14195.107061126584,13770.887973697721,13763.129402279388,2697.5970873786414,3610.1038084324905,2783.527054099194,2968.9049385559338,3046.0572449018096,3507.109589929925,3749.4138244524365,4864.0177082437895,3508.700877874456,4389.114833494773,3841.815795605069,3839.651301762463,16313.592233009706,21831.933955278844,16833.24968824422,17954.313775314367,18420.888739919603,17959.044435921318,22674.40476233768,19566.79651362001,17819.06705973161,14724.995483798128,23233.20136171241,23220.111686421627,10406.35922330097,13926.481919678274,10737.846125449627,11452.96732228744,11750.593168081014,13529.167272255385,14463.889850940577,12481.562028867571,13535.305888750776,12516.69849926235,14820.343418174287,14811.99357950929
42.0,1.0,19227.0,9382.0,3817.0,1263.0,13202.0,6284.0,2208.0,1835.0,219726.0,739843.0,78416.0,531375.0,15002.253333333338,9965.546666666665,16317.789973509362,10801.549500594796,20884.84446962247,13703.840767027234,21780.48646930327,14273.007164261153,20918.26484592917,13725.078890276769,17502.585585585584,8393.045333333335,16865.28002411957,11149.470812612639,17332.026827516802,11339.921033565963,18623.45278321967,9372.193162393163,18929.74130763124,9574.911866603685,17273.40901808008,11408.830366074842,17263.738995668635,11402.685218997041,2929.680000000001,3230.916913446889,4276.699568173073,4481.787304460785,4284.352301435991,3502.2162162162163,3356.283404924186,3756.951608816823,3758.87693146165,3797.117563065207,3449.738436638391,3447.524155701452,1045.546666666667,1153.0523501308508,1526.2721450254396,1599.4640291390044,1529.003258919767,843.3310476190476,1197.7932492310194,1340.7840554007262,969.2444444444444,1331.5897189526786,1231.1455596854084,1230.3553252390932,9864.573333333334,10878.873060062473,14400.144901449397,15090.699164842488,14425.912544493178,11792.369369369368,11300.996619195383,11367.075218699982,12656.575851758018,12924.62374456603,11615.670581441691,11608.214839967182,7085.0,7813.497150463945,10342.568622001794,10838.543135122149,10361.07563135701,5714.714285714286,8116.677563381619,8164.136978165236,6567.948717948719,6408.322147651006,8342.684806389434,8337.329893757948
43.0,1.0,19266.0,20698.0,3731.0,1721.0,12585.0,13582.0,2950.0,5395.0,439452.0,1479686.0,156832.0,1062750.0,28538.50666666666,21656.093333333327,45229.2998588552,32262.829765479262,21771.69960237719,17355.893924494427,20795.50736277926,16735.53911730842,20922.206479646626,16816.05441237701,23384.342154654652,24676.010666666665,23316.362857220294,18337.503116573396,22163.88823211294,17747.363382443233,21201.835069009703,21619.0858382643,20379.958219769513,20679.31352721747,22241.16769822615,17654.233511992385,22266.64288239098,17670.422590659015,5859.36,9681.285494619791,4309.869083757321,4086.3366269585986,4115.348704415037,4679.138513513513,4663.572338378569,4006.035216620218,4179.379192505412,3892.313660161828,4417.369791709027,4423.203202663113,2091.0933333333346,3455.065323840172,1538.1097096925905,1458.3352581833076,1468.6891128287484,2479.439238095238,1664.3396251981735,1429.6772232074995,2086.334358974359,1643.1150612539031,1576.4746529161544,1578.5564855321202,19729.14666666666,32598.014364235412,14511.830518619863,13759.170735820662,13856.857775231585,15755.20364114114,15702.790518841715,15207.853015492718,14072.455876504293,13537.644559607685,14873.797906517126,14893.43967972787,14170.0,23412.76444163909,10422.784214801828,9882.203859125118,9952.365299548259,16801.571428571428,11278.16349137522,10922.68615923573,14137.75147928994,13641.19846596357,10682.758859076232,10696.866105126892
44.0,0.9986895629146304,25707.0,10036.0,5101.0,1275.0,17422.0,6371.0,3184.0,2390.0,321138.0,1081309.0,114608.0,776625.0,21883.293333333335,14273.106666666663,7256.3504767334125,4977.91464663588,22332.01813673095,14558.264218222239,22121.48093930268,14424.471142208971,22419.2706719135,14613.711831350118,25239.235735735736,10931.541333333334,21473.468935893437,14012.669710971693,21735.86709179045,14020.850355727745,24987.91377100855,10127.033635765943,25212.276401908763,10011.43600393274,21649.106617975976,14124.284694151424,21644.945138769235,14121.640139599374,4281.840000000002,932.5033226904225,4384.590824746676,4336.381163698725,4404.570264000676,5050.297297297297,4187.996747923414,4686.911325057006,4992.748574879583,5137.9076630176105,4228.214976454418,4227.262064073777,1528.1066666666675,332.79257143939344,1564.7764675702251,1547.5713631186075,1571.9067466839476,1098.3984761904762,1494.615807802274,1672.6688624271603,994.9429059829059,1285.2231563776124,1508.9689230844308,1508.6288469111955,14417.453333333335,3139.8471540429905,14763.427311984264,14601.099775603958,14830.700407912816,17004.93843843844,14101.472187970028,13864.955766733447,16811.165196128975,16890.36873889115,14236.891641521557,14233.68307469546,10355.0,2255.122075196487,10603.487750652017,10486.899779090365,10651.805084666174,7443.142857142859,10128.053903169419,9958.181493300583,6742.090729783038,6336.212847555129,10225.315771066995,10223.011292688181
45.0,0.9994632968212532,20269.0,19916.0,4253.0,1773.0,13702.0,14638.0,2314.0,3505.0,287334.0,967487.0,102544.0,694875.0,19044.94666666667,14137.253333333329,15665.559690902024,11989.70608729006,19480.437791269396,14414.001090256103,19771.525228614766,14598.982576221439,20209.258002510716,14877.154865996097,18342.836524024024,16031.402666666665,22813.888182766706,16532.356359842273,23237.21784857981,16923.86522826306,19655.798376762064,18913.687363576595,19947.02407069049,19766.3386022461,23305.316665717794,16844.651427781344,23293.672983171142,16837.25205074457,3831.1200000000017,3057.2942692428974,3930.8405233229296,3997.494904881887,4097.728730148295,3670.3479729729725,4694.147508773831,4452.101849505953,3970.995301153353,4074.6611137553546,4806.676795198165,4804.0105775616585,1367.253333333334,1091.0897545895846,1402.8416777117448,1426.6293495590787,1462.4008815675372,1610.8312380952384,1675.2513177685332,1588.8698589646144,1981.478290598291,1772.0720634158058,1715.410864314006,1714.4593423175909,12899.826666666668,10294.265421659127,13235.597267946472,13460.030323732883,13797.52927236242,12358.488551051052,15805.74067399287,16471.115999073856,13370.803075608714,13558.362956935134,16184.639870519628,16175.662405609486,9265.0,7393.616332700475,9506.159412544359,9667.353226662357,9909.753984428562,10915.571428571428,11352.10504207374,11829.995369298449,13427.209072978303,14489.2665388303,11624.240563467341,11617.79270842698
46.0,0.9999999999999998,11475.0,18764.0,1165.0,832.0,7932.0,11269.0,2378.0,6663.0,50172.0,285472.0,32540.0,385116.0,12173.948717948713,19111.512820512824,13075.07327165161,20064.384163241473,11983.457566182064,18931.52745902977,12041.861890855285,18988.244991040585,12094.861541727352,19057.536688707834,12166.465098172926,18984.226953728885,11821.327827161489,18704.35330296942,11620.941294717693,18623.453340880536,11785.187796876082,19218.896812842893,11603.603193346387,19193.60906880198,11674.981483920388,18553.248981597928,11679.14848013782,18557.574955796772,1473.0769230769233,1602.0666709945938,1446.5364317767956,1454.725723314938,1462.7613983387262,1467.7606307281214,1421.439227823744,1205.5312724601554,1414.841201280686,1199.2423677989646,1400.6143615946587,1401.2081156680256,968.0512820512823,1043.4772394210966,953.6264642203494,958.157819505042,963.5328580186219,958.2403376576716,936.1062699591331,792.4362811451755,976.4720626427841,924.2493813080916,924.1151513838836,924.4582462352162,8322.871794871799,9095.006600657018,8158.921134405268,8209.13616754035,8254.100143388627,8320.704467444804,8021.888599337748,8037.41002225754,7992.346595595392,8026.360825547421,7896.36712232573,7899.940364469796,11480.46153846154,12357.906923820376,11314.90099480942,11367.087171535539,11431.003830689217,11362.986616071212,11105.247033010284,11168.017059735363,11579.4247502001,11606.359687493885,10966.133830214041,10970.11670956156
47.0,1.0,11520.0,17226.0,1492.0,908.0,7865.0,10303.0,2163.0,6015.0,51198.0,297896.0,31786.0,373566.0,11114.128205128201,16408.641025641024,9902.34908894344,15001.578491470498,11441.55995602919,16788.839811902653,11346.26890721483,16678.192200603124,11319.029125490022,16646.5626108602,10708.032274856845,16426.34944018857,11474.352325164877,16826.916812406496,11698.911147433353,17035.581993132717,11383.269790345443,16301.14165890028,11609.246257573308,16469.87685068093,11683.267289438,17069.49932198282,11677.396850523624,17062.682836581127,1312.769230769231,1135.0501431010741,1360.790253137501,1346.8149023231133,1342.8199257702456,1253.2113482561167,1365.5995701552922,1480.7896160086534,1352.2414384839217,1478.6047904191619,1396.2389633870725,1395.3780069354061,815.0256410256413,704.6897114850335,844.8392317322666,836.1627111457962,833.6824516686789,816.4142604596346,847.8250700604734,919.3401838831802,806.5959925442684,822.485829959514,866.8473708000603,866.3128506669952,7638.358974358976,6604.298945842368,7917.769702891691,7836.454004891716,7813.209199719775,7291.82092660073,7945.752755009588,8055.1215314247,7868.028351861524,7967.641467154147,8124.028326050927,8119.01884358822,9578.615384615383,8281.888779985466,9929.000580170385,9827.029489457324,9797.880159191522,9594.935179728933,9964.091742346027,10101.241809249532,9479.54566635601,9632.39102072141,10187.651951182763,10181.369985914136
48.0,1.0,18990.0,16926.0,2966.0,1367.0,13336.0,11770.0,2688.0,3789.0,36402.0,159568.0,16185.0,133550.0,18990.000000000004,16926.000000000004,18989.999999999996,16925.999999999996,18990.0,16926.0,18989.999999999996,16926.0,18990.0,16926.0,18990.0,16926.0,18990.000000000004,16925.999999999996,18990.0,16926.0,18990.0,16926.000000000004,18990.000000000004,16926.0,18990.0,16926.0,18990.0,16926.0,2966.0000000000005,2966.000000000001,2966.0,2966.0000000000005,2965.9999999999995,2965.9999999999995,2965.9999999999995,2965.999999999999,2966.0,2966.0000000000005,2966.0000000000005,2966.000000000001,1366.9999999999998,1367.0,1367.0,1367.0,1366.9999999999998,1367.0,1366.9999999999998,1367.0,1367.0,1367.0000000000002,1366.9999999999998,1367.0000000000005,13336.000000000005,13336.0,13336.0,13335.999999999998,13336.0,13336.0,13336.0,13336.000000000002,13336.000000000004,13335.999999999998,13336.0,13336.000000000004,11770.0,11769.999999999998,11770.000000000002,11770.0,11770.0,11769.999999999998,11769.999999999998,11770.0,11770.0,11769.999999999996,11770.0,11770.000000000002
49.0,0.9809919809919811,42871.0,18692.0,15150.0,3253.0,23683.0,11235.0,4038.0,4204.0,3718232.0,6273120.0,1037316.0,4001592.0,52539.70873786407,28664.718446601924,22030.304797129946,13278.00405677795,41450.61145850685,23072.187926835304,40252.80308250208,22468.10089153544,38110.469575119365,21387.664385142834,43512.43131883185,20566.921619517256,39496.13305526362,22086.491810641073,39761.08859570275,21830.865874356856,41367.008992755575,19775.82736171535,41632.45595892706,19714.795680077466,39427.79373249858,22052.02644897678,39429.39456461814,22052.833791744193,18049.669902912618,6695.746826900111,13922.91745187106,13477.159016623362,12679.90024705718,14690.213467755191,13195.568025862663,14378.691859365597,13891.805209660473,15606.562767101379,13170.135886472191,13170.731628190983,5035.514563106795,1867.9859985855421,3884.2291281192456,3759.871003877025,3537.450972579538,3368.491824552297,3681.312473862781,4011.3815180950737,3205.636155997514,3603.355623100304,3674.2173907415636,3674.383591348942,30452.038834951472,11296.557970229835,23489.694006635786,22737.644065878718,21392.56932806219,24784.217851076653,22262.565029400957,21344.39673633716,23437.20378309511,21987.893191825668,22219.6578460264,22220.662936427158,19425.20388349514,7206.018058192408,14983.958798716063,14504.229887658414,13646.21341256329,12994.429794964963,14201.179336778296,13615.484356261783,12366.191205717842,11907.44005697716,14173.80905823521,14174.45020039525
